Data Till,Scheme,Component,TrainingType,TCState,TCDistrict,Enrolled,Trained,Assessed,Certified,Reported Placed
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Jind,240,180,169,113,0
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Kaithal,30,30,26,0,0
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Karnal,5867,5042,4770,4163,1138
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Kurukshetra,133,133,122,94,0
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Nuh,1228,1081,881,670,252
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Panipat,30,30,26,0,0
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Rohtak,882,882,843,314,0
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Sirsa,360,313,240,215,125
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Sonipat,314,314,261,243,0
21-04-2022,PMKVY 2.0,CSCM,SP,Haryana,Yamunanagar,171,142,94,23,0
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Ambala,11512,11122,10707,9983,6350
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Ambala,1035,1023,813,737,312
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Bhiwani,750,750,711,647,196
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Bhiwani,26802,25536,24635,22419,16437
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Charki Dadri,1181,689,679,615,362
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Charki Dadri,330,240,0,0,0
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Faridabad,1370,1300,825,670,200
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Faridabad,11820,11207,10238,9077,5541
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Fatehabad,17128,16341,15773,14817,10497
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Fatehabad,2060,1580,1460,1261,237
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Gurugram,15236,13947,11932,10846,4375
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Gurugram,958,866,607,519,36
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Hisar,27800,26919,25788,24121,16849
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Hisar,3208,3022,2620,2392,627
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Jhajjar,1516,1484,1444,1235,347
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Jhajjar,9997,9722,8984,7845,4832
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Jind,857,857,570,476,77
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Jind,14094,12954,12358,11263,6337
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Kaithal,1799,1559,1336,1097,245
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Kaithal,10085,9505,8948,7882,4885
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Karnal,632,632,521,416,6
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Karnal,8599,8014,7605,7028,4558
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Kurukshetra,1943,1879,1803,1644,283
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Kurukshetra,19199,18788,18176,17241,11165
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Mahendragarh,14319,13644,13340,12413,6404
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Mahendragarh,810,810,509,456,51
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Nuh,5085,4671,4430,3953,2129
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Nuh,1475,1475,1302,1083,544
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Palwal,2741,2620,2558,2308,1485
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Palwal,2175,1817,1640,1361,399
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Panchkula,7722,7306,6930,6402,4374
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Panchkula,2649,2488,2324,2101,942
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Panipat,8933,8510,8059,6948,3913
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Panipat,1241,1010,917,828,142
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Rewari,5653,5318,5150,4700,2784
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Rewari,1901,1866,1732,1547,570
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Rohtak,12587,12100,11169,9587,5379
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Rohtak,1259,1209,1016,827,81
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Sirsa,16201,14849,14609,13620,9749
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Sirsa,3362,3133,2825,2539,1154
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Sonipat,11579,11214,10527,9100,4503
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Sonipat,1348,1257,1028,857,257
21-04-2022,PMKVY 2.0,CSSM,STT,Haryana,Yamunanagar,3497,3208,2856,2456,543
21-04-2022,PMKVY 2.0,CSCM,STT,Haryana,Yamunanagar,12397,11633,11367,10267,6628
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Ambala,209,209,166,157,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Ambala,100,100,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Bhiwani,55,55,55,55,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Bhiwani,305,305,199,153,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Charki Dadri,34,34,34,34,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Faridabad,2516,2466,2368,2344,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Fatehabad,4,4,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Gurugram,2854,2814,2261,2008,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Hisar,150,150,142,115,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Hisar,46,46,37,37,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Jhajjar,42,42,31,31,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Jind,63,63,55,55,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Jind,150,150,119,86,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Kaithal,480,480,171,114,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Kaithal,16,16,14,12,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Karnal,130,130,103,81,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Karnal,250,250,233,186,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Kurukshetra,50,50,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Kurukshetra,108,108,71,65,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Mahendragarh,1200,1200,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Mahendragarh,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Palwal,48,48,46,46,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Panchkula,300,300,264,173,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Panipat,88,88,75,55,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Panipat,330,330,194,149,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Rewari,400,400,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Rewari,149,149,147,147,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Rohtak,170,170,126,87,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Rohtak,120,120,75,65,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Sirsa,150,150,142,126,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Sirsa,36,36,11,11,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Haryana,Sonipat,360,360,275,221,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Sonipat,20,20,14,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Haryana,Yamunanagar,332,332,306,261,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Gurugram,287,77,51,22,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Hisar,177,177,161,54,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Jhajjar,60,60,60,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Jind,80,80,75,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Haryana,Kaithal,120,120,120,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Kaithal,108,108,102,32,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Karnal,80,80,77,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Kurukshetra,118,118,114,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Rohtak,140,140,107,34,0
21-04-2022,PMKVY 3.0,CSSM,SP,Haryana,Rohtak,136,136,68,13,0
21-04-2022,PMKVY 3.0,CSCM,SP,Haryana,Yamunanagar,196,180,167,40,0
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Ambala,120,60,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Ambala,344,120,100,90,49
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Bhiwani,606,210,118,107,76
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Bhiwani,120,120,110,97,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Charki Dadri,110,0,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Faridabad,242,0,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Fatehabad,398,120,118,93,38
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Fatehabad,120,0,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Gurugram,338,120,118,102,0
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Gurugram,240,240,175,151,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Hisar,604,120,120,109,79
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Hisar,120,120,95,83,11
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Jhajjar,110,110,50,38,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Jhajjar,681,120,107,90,36
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Jind,198,198,173,134,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Jind,798,120,120,104,52
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Kaithal,180,180,151,118,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Kaithal,445,120,120,113,88
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Karnal,437,120,98,78,20
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Karnal,60,0,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Kurukshetra,331,120,89,70,69
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Kurukshetra,120,120,108,86,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Mahendragarh,705,210,117,108,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Nuh,442,120,119,97,0
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Nuh,240,240,227,191,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Palwal,103,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Panchkula,120,90,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Panchkula,842,160,120,109,96
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Panipat,160,160,114,86,36
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Panipat,642,240,166,120,50
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Rewari,719,210,36,30,0
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Rohtak,120,120,76,69,47
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Rohtak,776,240,182,122,59
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Sirsa,894,120,114,90,67
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Sirsa,120,60,49,46,10
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Sonipat,270,270,187,164,70
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Sonipat,1060,120,119,77,83
21-04-2022,PMKVY 3.0,CSSM,STT,Haryana,Yamunanagar,120,120,54,47,0
21-04-2022,PMKVY 3.0,CSCM,STT,Haryana,Yamunanagar,769,213,114,93,93
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Bilaspur,913,909,800,774,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Chamba,1004,1004,864,791,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Hamirpur,1441,1380,1039,985,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Kangra,8516,8507,7698,6843,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Kinnaur,492,442,339,312,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Kullu,1390,1357,1051,985,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Lahul And Spiti,267,267,229,208,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Mandi,7452,7441,6926,6423,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Shimla,10224,10224,9962,9752,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Sirmaur,2671,2620,2458,2412,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Solan,9365,9129,7920,7324,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Himachal Pradesh,Una,1696,1692,1408,1311,0
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Chamba,356,341,340,301,112
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Hamirpur,1791,1692,1650,1379,595
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Kangra,1916,1795,1728,1458,769
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Mandi,188,166,160,123,58
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Shimla,877,827,799,713,284
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Sirmaur,357,357,356,314,72
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Solan,230,230,228,222,148
21-04-2022,PMKVY 2.0,CSCM,SP,Himachal Pradesh,Una,298,297,291,233,150
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Bilaspur,861,781,587,494,137
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Bilaspur,1899,1735,1612,1453,458
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Chamba,2721,2212,2099,1867,1032
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Chamba,1460,1328,1250,1147,147
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Hamirpur,597,597,488,413,16
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Hamirpur,5583,5418,4925,4264,2769
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Kangra,8565,7455,7212,6698,2722
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Kangra,3496,3349,2783,2541,395
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Kinnaur,1333,1333,1262,1136,573
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Kullu,3649,2904,2529,2335,997
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Kullu,913,852,686,613,96
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Lahul And Spiti,240,240,178,165,0
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Mandi,4337,3728,3451,3150,1171
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Mandi,2792,2624,2382,2130,369
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Shimla,1424,1336,1161,1078,322
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Shimla,2146,1821,1719,1489,514
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Sirmaur,7051,6808,6513,5964,3848
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Sirmaur,2384,2208,1900,1680,223
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Solan,8481,7507,7166,6594,3470
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Solan,1475,1328,1044,940,37
21-04-2022,PMKVY 2.0,CSSM,STT,Himachal Pradesh,Una,1610,1419,1275,1166,352
21-04-2022,PMKVY 2.0,CSCM,STT,Himachal Pradesh,Una,6313,5473,5352,5046,2153
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Bilaspur,80,80,30,7,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Bilaspur,134,134,68,61,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Chamba,276,276,228,155,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Chamba,200,200,168,158,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Hamirpur,30,30,21,19,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Hamirpur,319,319,290,264,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Kangra,452,452,415,292,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Kangra,200,200,182,157,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Kinnaur,170,170,152,117,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Kinnaur,30,30,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Kullu,60,60,16,16,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Kullu,150,150,113,92,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Mandi,200,200,151,133,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Mandi,362,362,313,179,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Shimla,200,200,160,148,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Shimla,170,170,150,126,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Sirmaur,507,507,492,452,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Sirmaur,195,195,172,132,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Solan,505,505,111,107,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Solan,192,191,180,178,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Himachal Pradesh,Una,200,200,190,177,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Himachal Pradesh,Una,279,279,273,236,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Chamba,92,92,92,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Hamirpur,640,541,416,127,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Kangra,505,374,358,92,0
21-04-2022,PMKVY 3.0,CSSM,SP,Himachal Pradesh,Kangra,40,40,38,34,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Kinnaur,200,200,143,28,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Kullu,300,300,241,79,0
21-04-2022,PMKVY 3.0,CSSM,SP,Himachal Pradesh,Mandi,40,40,40,14,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Mandi,180,166,160,78,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Shimla,162,71,71,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Sirmaur,220,182,175,25,0
21-04-2022,PMKVY 3.0,CSCM,SP,Himachal Pradesh,Solan,180,170,153,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Himachal Pradesh,Bilaspur,80,0,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Bilaspur,290,132,102,94,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Chamba,821,195,155,135,96
21-04-2022,PMKVY 3.0,CSSM,STT,Himachal Pradesh,Chamba,169,169,156,149,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Hamirpur,228,150,98,84,71
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Kangra,793,425,144,112,80
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Kinnaur,520,160,97,87,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Kullu,360,120,105,87,0
21-04-2022,PMKVY 3.0,CSSM,STT,Himachal Pradesh,Mandi,52,28,22,17,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Mandi,695,257,108,98,71
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Shimla,525,134,115,99,21
21-04-2022,PMKVY 3.0,CSSM,STT,Himachal Pradesh,Shimla,84,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Himachal Pradesh,Sirmaur,60,30,25,21,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Sirmaur,564,180,159,129,6
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Solan,477,176,167,145,10
21-04-2022,PMKVY 3.0,CSSM,STT,Himachal Pradesh,Solan,56,56,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Himachal Pradesh,Una,574,231,171,157,109
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Anantnag,11983,11983,10987,10653,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Bandipora,11682,9732,9109,8952,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Baramulla,25144,25132,22625,21866,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Budgam,25655,25255,23059,21613,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Doda,347,347,321,276,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Ganderbal,6590,6073,4167,3876,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Jammu,10194,10113,9358,8940,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Kathua,1990,1984,1766,1700,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Kishtwar,1893,1893,1577,1527,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Kulgam,4766,4736,4104,3969,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Kupwara,10027,9677,8546,8149,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Pulwama,5071,5034,4276,3856,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Rajouri,1465,1465,1095,1070,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Ramban,584,584,547,546,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Reasi,1110,1110,989,950,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Samba,515,515,485,471,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Shopian,2809,2607,2329,2232,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Srinagar,24375,24346,23037,22789,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Jammu And Kashmir,Udhampur,1341,1341,1171,1023,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Anantnag,346,346,346,280,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Bandipora,180,180,179,166,55
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Baramulla,420,420,404,367,246
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Budgam,209,209,120,118,80
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Ganderbal,150,150,131,128,112
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Jammu,644,624,560,477,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Kathua,568,568,543,494,128
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Kupwara,119,119,58,57,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Poonch,30,30,30,28,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Pulwama,255,255,186,159,120
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Rajouri,30,30,30,28,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Samba,60,60,34,6,0
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Shopian,120,120,94,14,9
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Srinagar,637,637,465,313,201
21-04-2022,PMKVY 2.0,CSCM,SP,Jammu And Kashmir,Udhampur,431,403,363,327,96
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Anantnag,9244,8708,8474,8005,5098
21-04-2022,PMKVY 2.0,CSSM,STT,Jammu And Kashmir,Anantnag,2749,2689,2686,2458,756
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Bandipora,4744,4486,4378,3961,2012
21-04-2022,PMKVY 2.0,CSSM,STT,Jammu And Kashmir,Bandipora,630,600,599,551,0
21-04-2022,PMKVY 2.0,CSSM,STT,Jammu And Kashmir,Baramulla,540,539,419,400,19
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Baramulla,5271,4081,4034,3686,1703
21-04-2022,PMKVY 2.0,CSSM,STT,Jammu And Kashmir,Budgam,1770,1770,1690,1584,47
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Budgam,5882,4979,4773,4224,2285
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Doda,3603,3597,3402,2938,1673
21-04-2022,PMKVY 2.0,CSSM,STT,Jammu And Kashmir,Doda,755,755,754,723,315
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Ganderbal,3096,2526,2472,2256,1201
21-04-2022,PMKVY 2.0,CSSM,STT,Jammu And Kashmir,Ganderbal,1050,1050,1042,946,437
21-04-2022,PMKVY 2.0,CSCM,STT,Jammu And Kashmir,Jammu,23369,22592,20929,18648,11143
