Data Till,Scheme,Component,TrainingType,TCState,TCDistrict,Enrolled,Trained,Assessed,Certified,Reported Placed
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Chandrapur,85,85,82,82,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Chandrapur,104,104,58,54,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Dhule,120,120,112,97,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Dhule,32,32,13,12,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Gadchiroli,59,56,39,36,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Gadchiroli,2249,2249,2242,2241,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Gondia,70,70,70,70,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Gondia,150,100,51,31,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Hingoli,244,225,147,101,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Hingoli,95,95,65,59,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Jalgaon,151,151,147,128,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Jalgaon,204,204,196,164,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Jalna,280,280,122,94,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Jalna,119,119,115,58,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Kolhapur,270,270,266,258,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Kolhapur,222,222,130,91,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Latur,81,81,30,27,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Latur,279,279,184,134,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Mumbai,1932,1899,1191,1138,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Mumbai,417,417,53,46,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Mumbai Suburban,735,735,629,331,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Mumbai Suburban,420,420,209,194,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Nagpur,450,439,374,313,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Nagpur,233,233,158,145,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Nanded,165,165,161,142,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Nanded,517,517,370,327,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Nandurbar,99,99,43,36,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Nashik,591,561,358,331,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Nashik,296,296,118,115,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Osmanabad,110,110,109,89,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Osmanabad,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Palghar,529,529,518,497,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Palghar,29,29,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Parbhani,250,250,202,149,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Parbhani,106,106,101,98,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Pune,845,845,548,452,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Pune,1622,1622,1031,878,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Raigad,86,86,66,45,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Raigad,181,181,102,93,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Ratnagiri,216,166,121,68,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Ratnagiri,30,30,17,17,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Sangli,200,200,180,173,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Sangli,181,181,127,111,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Satara,200,200,194,187,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Satara,282,282,227,158,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Sindhudurg,88,88,59,31,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Sindhudurg,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Solapur,173,165,118,24,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Solapur,282,282,249,219,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Thane,402,401,126,91,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Thane,937,937,648,570,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Wardha,666,666,597,585,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Wardha,128,128,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Washim,275,275,140,99,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Washim,96,96,78,76,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Maharashtra,Yavatmal,680,680,508,433,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Maharashtra,Yavatmal,149,149,144,129,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Akola,240,240,171,41,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Aurangabad,340,340,301,77,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Dhule,60,60,52,23,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Gondia,25,25,24,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Gondia,112,100,100,67,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Jalgaon,220,220,192,89,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Kolhapur,120,120,113,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Latur,20,20,0,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Mumbai,114,112,100,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Mumbai Suburban,60,50,49,26,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Mumbai Suburban,20,18,16,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Nagpur,219,173,166,72,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Nashik,280,280,280,149,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Pune,357,164,53,21,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Raigad,55,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Ratnagiri,40,40,40,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Thane,100,97,97,12,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Thane,60,60,48,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Maharashtra,Wardha,280,280,263,74,0
21-04-2022,PMKVY 3.0,CSSM,SP,Maharashtra,Yavatmal,20,20,14,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Ahmednagar,255,255,204,202,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Ahmednagar,1749,803,315,225,74
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Akola,500,230,92,88,62
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Akola,74,74,65,39,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Amravati,640,330,114,106,49
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Amravati,156,156,119,112,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Aurangabad,224,224,80,56,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Aurangabad,899,321,114,100,31
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Beed,533,170,115,106,93
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Beed,153,153,46,30,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Bhandara,480,240,177,158,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Bhandara,112,112,68,68,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Buldhana,167,167,106,84,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Buldhana,620,340,125,112,53
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Chandrapur,663,220,115,97,12
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Chandrapur,172,171,109,102,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Dhule,167,137,124,107,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Dhule,600,320,143,120,12
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Gadchiroli,102,102,51,51,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Gadchiroli,744,304,115,104,13
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Gondia,732,305,186,168,14
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Gondia,90,90,90,85,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Hingoli,720,120,117,109,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Hingoli,123,93,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Jalgaon,1268,505,226,205,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Jalgaon,149,149,83,22,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Jalna,116,116,20,14,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Jalna,509,160,77,40,27
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Kolhapur,231,167,119,92,27
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Kolhapur,252,252,197,182,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Latur,670,414,277,241,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Latur,164,134,105,72,21
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Mumbai,251,251,84,74,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Mumbai,389,149,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Mumbai Suburban,270,210,186,115,39
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Mumbai Suburban,134,14,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Nagpur,1440,637,212,134,63
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Nagpur,240,220,129,124,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Nanded,273,220,105,96,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Nanded,165,135,121,77,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Nandurbar,130,99,98,87,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Nandurbar,744,509,197,158,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Nashik,1526,454,192,176,7
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Nashik,323,323,224,207,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Osmanabad,144,114,24,21,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Osmanabad,630,354,144,102,2
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Palghar,170,159,109,101,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Palghar,24,24,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Parbhani,687,167,110,88,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Parbhani,134,134,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Pune,1343,588,266,185,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Pune,788,788,440,389,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Raigad,953,221,190,151,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Raigad,157,157,98,76,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Ratnagiri,26,26,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Ratnagiri,90,90,85,85,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Sangli,207,207,172,160,5
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Sangli,622,341,119,82,12
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Satara,330,330,261,246,25
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Satara,512,205,105,92,39
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Sindhudurg,60,0,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Solapur,307,307,256,199,41
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Solapur,860,260,236,221,22
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Thane,623,593,329,284,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Thane,948,452,192,114,60
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Wardha,666,186,104,97,69
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Wardha,112,112,103,73,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Washim,58,30,14,14,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Washim,734,447,125,74,0
21-04-2022,PMKVY 3.0,CSSM,STT,Maharashtra,Yavatmal,177,177,25,25,0
21-04-2022,PMKVY 3.0,CSCM,STT,Maharashtra,Yavatmal,901,411,92,53,41
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Bishnupur,8065,7765,6376,6285,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Chandel,728,728,726,721,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Churachandpur,2073,1423,1399,1399,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Imphal East,10565,9015,7072,7015,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Imphal West,10835,9227,8108,8066,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Jiribam,995,995,934,897,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Kakching,874,874,720,710,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Kangpokpi,13,13,13,13,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Pherzawl,23,23,23,23,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Senapati,435,435,414,412,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Tamenglong,898,898,884,884,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Thoubal,5189,5189,4758,4716,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Manipur,Ukhrul,817,667,662,660,0
21-04-2022,PMKVY 2.0,CSCM,SP,Manipur,Bishnupur,689,681,666,543,104
21-04-2022,PMKVY 2.0,CSCM,SP,Manipur,Imphal West,28,28,26,17,0
21-04-2022,PMKVY 2.0,CSCM,SP,Manipur,Kangpokpi,60,60,55,53,0
21-04-2022,PMKVY 2.0,CSCM,SP,Manipur,Senapati,101,101,75,70,0
21-04-2022,PMKVY 2.0,CSCM,SP,Manipur,Thoubal,120,120,119,91,0
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Bishnupur,1898,1881,1806,1672,356
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Bishnupur,746,746,740,625,484
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Chandel,4224,4128,3965,3485,1130
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Chandel,1259,1259,1255,1170,506
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Churachandpur,1372,1274,1031,852,440
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Churachandpur,1851,1850,1525,1295,620
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Imphal East,4809,4809,4494,4265,2695
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Imphal East,508,508,498,467,259
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Imphal West,9698,9690,9117,8500,4791
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Imphal West,6058,6014,5366,4452,1019
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Jiribam,510,484,422,387,287
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Jiribam,100,100,45,43,0
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Kakching,240,240,180,175,84
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Kakching,1228,1187,1166,1129,527
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Kamjong,240,240,233,220,181
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Kangpokpi,120,120,116,107,0
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Noney,329,316,245,196,118
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Pherzawl,300,300,252,216,42
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Senapati,420,420,415,393,0
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Senapati,135,125,111,75,66
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Tamenglong,150,148,148,129,41
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Tamenglong,60,60,60,60,60
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Tengnoupal,1448,1444,1424,1287,137
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Thoubal,2550,2550,2532,2112,565
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Thoubal,1268,1268,1245,1153,463
21-04-2022,PMKVY 2.0,CSSM,STT,Manipur,Ukhrul,1006,1006,961,854,80
21-04-2022,PMKVY 2.0,CSCM,STT,Manipur,Ukhrul,330,90,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Bishnupur,170,170,123,123,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Bishnupur,200,200,52,21,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Chandel,195,195,173,166,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Chandel,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Churachandpur,109,109,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Churachandpur,171,171,70,68,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Imphal East,134,134,82,80,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Imphal West,226,226,199,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Imphal West,183,183,100,100,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Jiribam,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Jiribam,185,185,162,141,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Kakching,178,178,134,133,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Kakching,230,200,50,48,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Kamjong,200,200,188,179,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Kangpokpi,200,200,166,161,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Noney,100,100,75,71,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Senapati,170,170,148,144,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Tamenglong,200,200,127,111,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Tengnoupal,145,145,88,85,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Tengnoupal,1,1,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Thoubal,200,200,118,111,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Manipur,Thoubal,250,250,203,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Manipur,Ukhrul,140,140,131,118,0
21-04-2022,PMKVY 3.0,CSCM,SP,Manipur,Bishnupur,360,319,197,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Manipur,Churachandpur,300,300,259,33,0
21-04-2022,PMKVY 3.0,CSCM,SP,Manipur,Imphal East,320,319,257,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Manipur,Imphal West,60,48,37,0,0
21-04-2022,PMKVY 3.0,CSCM,SP,Manipur,Jiribam,80,80,48,9,0
21-04-2022,PMKVY 3.0,CSCM,SP,Manipur,Noney,80,80,75,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Bishnupur,90,90,59,53,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Bishnupur,519,159,82,50,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Chandel,150,150,0,0,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Chandel,30,30,30,27,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Churachandpur,400,160,156,148,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Churachandpur,115,115,45,39,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Imphal East,90,78,63,58,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Imphal West,30,30,29,25,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Imphal West,509,120,28,6,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Jiribam,82,82,28,24,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Jiribam,200,120,44,29,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Kakching,37,37,0,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Kakching,120,120,81,21,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Kamjong,120,120,90,88,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Kangpokpi,420,120,57,29,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Noney,30,30,30,30,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Noney,280,120,120,108,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Pherzawl,120,120,60,58,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Senapati,145,63,58,56,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Tengnoupal,360,120,90,86,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Thoubal,60,60,60,59,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Thoubal,353,169,106,0,0
21-04-2022,PMKVY 3.0,CSCM,STT,Manipur,Ukhrul,488,168,114,84,0
21-04-2022,PMKVY 3.0,CSSM,STT,Manipur,Ukhrul,113,113,101,92,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,East Garo Hills,1260,1260,1258,1254,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,East Khasi Hills,8215,8093,7995,7071,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,North Garo Hills,61,61,61,61,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,Ri Bhoi,110,110,44,38,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,South Garo Hills,72,72,72,72,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,South West Garo Hills,200,200,197,192,0
21-04-2022,PMKVY 2.0,CSCM,RPL,Meghalaya,West Garo Hills,3526,3396,3324,3250,0
21-04-2022,PMKVY 2.0,CSCM,SP,Meghalaya,East Jaintia Hills,120,120,120,104,72
21-04-2022,PMKVY 2.0,CSCM,SP,Meghalaya,East Khasi Hills,80,80,79,78,64
21-04-2022,PMKVY 2.0,CSCM,SP,Meghalaya,North Garo Hills,60,60,60,50,39
21-04-2022,PMKVY 2.0,CSCM,SP,Meghalaya,South Garo Hills,30,30,24,24,24
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,East Garo Hills,1726,1726,1570,1132,926
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,East Garo Hills,1643,1523,1389,1273,670
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,East Jaintia Hills,218,180,178,174,156
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,East Jaintia Hills,240,240,240,234,0
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,East Khasi Hills,5899,5869,5062,4494,2075
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,East Khasi Hills,2077,2020,1744,1544,849
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,North Garo Hills,1520,1520,1467,1303,709
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,North Garo Hills,598,598,543,466,368
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,Ri Bhoi,1903,1871,1619,1292,327
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,Ri Bhoi,3549,3549,3414,3111,1708
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,South West Garo Hills,729,729,729,660,445
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,South West Garo Hills,240,239,239,237,187
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,South West Khasi Hills,607,480,471,428,79
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,South West Khasi Hills,283,283,238,218,168
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,West Garo Hills,3365,3256,3009,2848,1200
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,West Garo Hills,2097,2066,2024,1617,1195
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,West Jaintia Hills,92,92,92,82,28
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,West Jaintia Hills,388,388,379,323,85
21-04-2022,PMKVY 2.0,CSCM,STT,Meghalaya,West Khasi Hills,754,664,645,537,0
21-04-2022,PMKVY 2.0,CSSM,STT,Meghalaya,West Khasi Hills,580,580,577,499,244
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,East Garo Hills,200,200,176,163,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,East Jaintia Hills,380,380,300,213,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Meghalaya,East Khasi Hills,2,2,0,0,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,East Khasi Hills,200,200,146,131,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,North Garo Hills,200,200,178,170,0
21-04-2022,PMKVY 3.0,CSCM,RPL,Meghalaya,Ri Bhoi,60,60,60,60,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,Ri Bhoi,325,325,161,125,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,South Garo Hills,200,200,199,198,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,South West Khasi Hills,200,200,179,177,0
21-04-2022,PMKVY 3.0,CSSM,RPL,Meghalaya,West Garo Hills,200,200,97,97,0
